"VALUES","CLASS"
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2.23107662039164e-12,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
3.65815016492973e-12,0
4.57593777433468e-12,0
5.46206081638314e-05,0
1,0
4.27447843695805e-07,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.999999973945175,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2.46406619347826e-12,0
2.05554597859178e-12,0
2.05939461993115e-12,0
2.05553931099336e-12,0
2.09369910559896e-12,0
1,0
2.06566536890732e-12,0
1,0
1,0
1,0
2.05554049030902e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246589e-12,0
2.05553881522477e-12,0
2.05553880246317e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880266021e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880660739e-12,0
1.23171988022836e-05,0
1,0
2.1749437484533e-12,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2.07211847325804e-12,0
2.05553932729527e-12,0
2.05553880246273e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880259389e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553889682522e-12,0
2.05553880246282e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.30502045247298e-10,0
2.30502045247298e-10,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.30502045225821e-10,0
2.30502045247298e-10,0
2.30502045247298e-10,0
2.30502045130591e-10,0
2.05553880246253e-12,0
2.30502045247298e-10,0
2.05553880246253e-12,0
2.05553880246253e-12,0
2.05553880246253e-12,0
