"VALUES","CLASS"
1.94755825766734e-13,0
1.92244784985897e-13,0
1.92319963299339e-13,0
1.92225751906071e-13,0
1.92219571096215e-13,0
1.92219550949326e-13,0
1.92219576735817e-13,0
1.92222182673677e-13,0
1.92220523523559e-13,0
1.92219582327299e-13,0
1.92220086482734e-13,0
1.93460355205678e-13,0
1.94336090322045e-13,0
1.92220469570881e-13,0
1.9221954146426e-13,0
1.92219541168476e-13,0
1.92219541168078e-13,0
1.92219541168117e-13,0
1.92219541168046e-13,0
1.92219541181553e-13,0
1.92219546854595e-13,0
1.92244981460722e-13,0
2.11415139335819e-13,0
2.14106555872072e-13,0
7.37861647475828e-13,0
2.11864341645315e-08,0
5.92777803304089e-11,0
3.97141161890698e-13,0
1.95985789904583e-13,0
2.20804207246668e-13,0
8.35724307009826e-09,0
2.87683773539657e-08,0
5.5169110613606e-08,0
5.54961178575916e-08,0
5.4569356808853e-08,0
5.5478675289682e-08,0
5.54894937386902e-08,0
5.4305849441542e-08,0
9.40074292002689e-09,0
5.54132982525548e-08,0
5.54990621157435e-08,0
5.5497519130047e-08,0
5.54972863407255e-08,0
5.53281377052985e-08,0
6.81456102550125e-09,0
5.51122288837554e-08,0
5.54900182654139e-08,0
5.2687035398626e-08,0
3.46322201704703e-08,0
2.56628358866651e-08,0
4.87922676671461e-08,0
1.90591908618765e-12,0
7.58866193390282e-13,0
6.09820573277888e-13,0
2.66713157324653e-13,0
1.28373975636541e-09,0
5.3732684004756e-08,0
5.50805613648425e-08,0
5.54417672592184e-08,0
5.52240613501176e-08,0
5.43123222487477e-08,0
5.50659273028502e-08,0
5.4384788366288e-08,0
4.84627535063099e-08,0
5.54933564622297e-08,0
5.54994420385161e-08,0
5.54994405403395e-08,0
5.5498429428524e-08,0
5.54910684803833e-08,0
5.54469311701938e-08,0
5.497989255959e-08,0
1.53908150033772e-08,0
1.72123346196812e-08,0
4.24539010887977e-10,0
2.036111673291e-13,0
2.99226495198522e-08,0
5.54980227084361e-08,0
5.54990739341279e-08,0
5.54944755793142e-08,0
5.53242546646593e-08,0
5.51284398914081e-08,0
5.38112843866284e-08,0
1.03428530108899e-08,0
1.13439577149783e-08,0
5.79215288725032e-13,0
1.94648592213537e-13,0
1.0613852990937e-12,0
5.54686868037868e-08,0
5.5499511895061e-08,0
5.54993770150189e-08,0
5.5499527043864e-08,0
5.54995156641259e-08,0
5.54995298033101e-08,0
5.54995378907507e-08,0
5.54994713616406e-08,0
5.54995344608765e-08,0
5.54995377689341e-08,0
5.54995334120853e-08,0
5.54995378018712e-08,0
5.54995359143567e-08,0
5.54994479646692e-08,0
5.52693557596894e-08,0
1.43448543930364e-08,0
2.97958678981804e-08,0
1.43412784346e-08,0
8.38075852223094e-10,0
3.36738337744699e-08,0
5.8660633719069e-09,0
1.99858152109741e-13,0
2.32607813610645e-13,0
1.20775484615527e-12,0
2.25574328290058e-11,0
4.70759801698017e-08,0
5.53410017710151e-08,0
5.54625532883917e-08,0
5.34536357609214e-08,0
1.79921865691063e-08,0
4.35687719332636e-08,0
1.08505164124717e-10,0
7.6282779164027e-09,0
2.33308637207533e-08,0
5.03909015187724e-08,0
5.54995335973452e-08,0
5.54995380530876e-08,0
5.54995380484773e-08,0
5.54995380361713e-08,0
5.54995364578377e-08,0
5.54995374381348e-08,0
5.54995379775694e-08,0
5.54995380506547e-08,0
5.54995380335311e-08,0
5.54995369371599e-08,0
5.54995380103888e-08,0
5.54995380243061e-08,0
5.5499534545515e-08,0
5.54995242170246e-08,0
5.54995376089893e-08,0
5.54995380508355e-08,0
5.54995376626532e-08,0
5.54995380488576e-08,0
5.54995380542373e-08,0
5.54995380511535e-08,0
5.54995335965346e-08,0
5.54995014954905e-08,0
5.54992296725353e-08,0
5.5423087480211e-08,0
5.54636458587218e-08,0
5.51714984571321e-08,0
1.8884264894735e-08,0
5.43629745038556e-08,0
5.53980661174208e-08,0
5.54626061175748e-08,0
5.54287961771603e-08,0
5.54972043826732e-08,0
5.54994976674026e-08,0
5.54960384681062e-08,0
5.13372657898499e-08,0
9.18166421117082e-10,0
2.26627106761835e-13,0
1.94758300767957e-13,0
1.92338944545313e-13,0
1.92538342251982e-13,0
1.92362705685979e-13,0
1.88656386899086e-12,0
5.33014189466328e-08,0
5.53555828170164e-08,0
5.54511736084507e-08,0
5.5499515951731e-08,0
5.54995380515672e-08,0
5.54995380538781e-08,0
5.5499538052444e-08,0
5.54995380528745e-08,0
5.54995380542525e-08,0
5.54995380542535e-08,0
5.54995380542468e-08,0
5.54995380433933e-08,0
5.54995380531006e-08,0
5.54995380542533e-08,0
5.54995380542535e-08,0
5.54995380542533e-08,0
5.54995380542535e-08,0
5.54995380542535e-08,0
5.54995380542535e-08,0
5.54995380542535e-08,0
5.54995380542535e-08,0
5.54995380542535e-08,0
5.54995380542535e-08,0
5.54995380542535e-08,0
5.54995380542535e-08,0
5.54995380542535e-08,0
5.54995380542535e-08,0
5.54995380542539e-08,0
5.54995380543535e-08,0
5.54995380542541e-08,0
5.54995380542535e-08,0
5.54995380542533e-08,0
5.54995380427216e-08,0
5.54995380539995e-08,0
5.54995380542515e-08,0
5.54995380542066e-08,0
5.54995380527128e-08,0
5.5499538044102e-08,0
5.54995380512125e-08,0
5.54995380461352e-08,0
5.54995129161253e-08,0
5.54471790956807e-08,0
5.52213877293463e-08,0
5.47524250840207e-08,0
1.79091060291388e-12,0
4.36104295700783e-13,0
1.53255801798901e-09,0
3.60856453226688e-13,0
2.09074061490075e-13,0
1.92231504266679e-13,0
1.92219541190844e-13,0
1.92219541168005e-13,0
1.92219541168005e-13,0
1.92219541168094e-13,0
1.92219541173156e-13,0
1.92219575067809e-13,0
1.92543104371845e-13,0
1.99807757716345e-13,0
1.92394648180369e-13,0
1.92292291702659e-13,0
1.92232120581259e-13,0
1.95113645061953e-13,0
1.94176109557915e-13,0
2.02334066022975e-13,0
