"VALUES","CLASS"
1.73243777758549e-60,0
1.61254632173328e-60,0
1.37158180492876e-61,0
3.7663938928279e-62,0
4.25395187718855e-63,0
6.66767355621245e-63,0
1.13937591633057e-60,0
1.73339027789127e-60,0
1.73962472369069e-60,0
1.73978814086647e-60,0
1.73979017935563e-60,0
1.73977454071509e-60,0
1.73978304646641e-60,0
1.73977204779462e-60,0
1.7361546619499e-60,0
1.69576989931884e-60,0
1.72479468692696e-60,0
1.73732329563518e-60,0
1.73917545118424e-60,0
1.73965928142124e-60,0
1.73977798843683e-60,0
1.73978919293617e-60,0
1.73979100813605e-60,0
1.73975705603868e-60,0
1.7391953101657e-60,0
1.73295348355743e-60,0
1.72846584007039e-60,0
1.73927270404349e-60,0
1.73977124680128e-60,0
1.73979524154279e-60,0
1.74322421417637e-60,0
2.50456652706854e-60,0
1.38011625177426e-57,0
4.76097778996429e-52,0
7.66125930830986e-60,0
2.43457351218561e-60,0
3.16043121117772e-60,0
1.85457718202686e-60,0
1.89560351379253e-60,0
4.87334642723413e-60,0
1.68854833706363e-58,0
5.70849791827304e-54,0
2.42279389359404e-47,0
1.67245602765059e-50,0
4.21072471879037e-59,0
2.55424851912616e-59,0
1.84626983881031e-59,0
4.61548804487804e-57,0
1.29082429354299e-58,0
1.61832209674391e-60,0
1.35576048977132e-60,0
1.66713623479144e-60,0
6.93588648939192e-61,0
1.00472691723761e-61,0
3.0986777004866e-62,0
2.15465148566514e-56,0
6.25312110663418e-47,0
6.26720465183736e-47,0
4.29704222109984e-57,0
1.43426511801796e-60,0
2.58299414815915e-61,0
1.87343807495736e-63,0
9.57613482918331e-69,0
9.35981223636475e-64,0
4.95614792849253e-61,0
1.04988410051311e-50,0
6.78141136811749e-47,0
3.90715489782887e-47,0
1.07977927382972e-56,0
1.25416938116903e-63,0
2.76908897597515e-73,0
2.18024909213048e-74,0
2.15504438612826e-62,0
6.70820905477063e-61,0
2.200883934199e-63,0
1.68765827407691e-60,0
2.54963218863167e-59,0
2.43564785562798e-56,0
1.06855419901197e-49,0
4.64037923326316e-53,0
2.45909787183787e-60,0
1.75938632124453e-60,0
1.79972780642521e-60,0
2.60140700934642e-60,0
3.05273141705467e-58,0
4.24399069385745e-60,0
3.05180563137142e-60,0
9.05795200556912e-59,0
2.51561373492617e-57,0
8.69374129582296e-60,0
4.9989441118436e-60,0
2.1675673639619e-60,0
1.87997112705132e-60,0
1.74065943020619e-60,0
1.73917419202089e-60,0
1.7385057726908e-60,0
1.74035268395478e-60,0
1.74049820698337e-60,0
1.73112234624158e-60,0
1.700963936946e-60,0
1.71026822855112e-60,0
1.06560868450328e-60,0
8.87399515323693e-67,0
2.1770564452254e-63,0
2.01221584487527e-63,0
7.25362112428032e-62,0
1.28301489715085e-60,0
1.5684681928036e-60,0
9.75922018805538e-61,0
1.38033332520193e-60,0
1.59205532418065e-60,0
1.61238045099925e-60,0
1.73596087995607e-60,0
1.73946651907849e-60,0
1.73975331905394e-60,0
1.73978733819146e-60,0
1.73905609719953e-60,0
1.72341259738073e-60,0
1.72550363040899e-60,0
1.73943749372692e-60,0
1.73978688484613e-60,0
