"VALUES","CLASS"
3.16497772718646e-19,0
7.20479621198346e-22,0
7.22420479146653e-20,0
3.36992474754377e-22,0
1.12448970169301e-22,0
1.11662455089695e-22,0
1.14214355247316e-22,0
1.60135668163975e-22,0
1.36166297171965e-22,0
1.1222914064219e-22,0
1.20726810210485e-22,0
5.26553158596613e-18,0
2.33070749638654e-17,0
1.94342585746196e-22,0
1.10063527299627e-22,0
1.09560344242786e-22,0
1.09554592772031e-22,0
1.09557226721759e-22,0
1.09554141704443e-22,0
1.09706359576447e-22,0
1.15142339852271e-22,0
8.31285996308759e-20,0
6.61924471477743e-17,0
6.92392087330145e-17,0
8.00106524308665e-17,0
8.21391380064646e-17,0
8.14294649809317e-17,0
7.84964335241613e-17,0
3.63389037978675e-17,0
5.32779998048691e-17,0
8.14668720360531e-17,0
8.16034106993514e-17,0
8.22407882886998e-17,0
8.22748135368893e-17,0
8.21080988729573e-17,0
8.22657887367247e-17,0
8.22722564906551e-17,0
8.21530469182422e-17,0
7.91480001000922e-17,0
8.22487782447762e-17,0
8.22760043345972e-17,0
8.22732236010207e-17,0
8.22730770472881e-17,0
8.21950094848729e-17,0
7.31283418547432e-17,0
8.20572109637574e-17,0
8.22567652403121e-17,0
8.05623742732095e-17,0
7.27490133598262e-17,0
6.95754914145309e-17,0
7.82217530125742e-17,0
8.51232437914532e-18,0
1.45093729249649e-17,0
1.59149518715369e-17,0
3.11194414011414e-19,0
3.52633060539272e-17,0
7.76692502731709e-17,0
8.05638213082131e-17,0
8.207090515115e-17,0
8.19067829589054e-17,0
8.13974587694369e-17,0
8.19335283523764e-17,0
8.16817388692013e-17,0
7.97602253718328e-17,0
8.22450222980568e-17,0
8.22735327237371e-17,0
8.2272991715509e-17,0
8.22678327490534e-17,0
8.22470164232838e-17,0
8.21740470322769e-17,0
8.20457673950694e-17,0
7.67455879987655e-17,0
7.48755618443549e-17,0
6.61370671784048e-17,0
1.15648007198724e-18,0
8.00933677686461e-17,0
8.22749597878362e-17,0
8.22764004982969e-17,0
8.22697279227217e-17,0
8.21718679568738e-17,0
8.21768999913643e-17,0
8.20710219790479e-17,0
7.81861251470414e-17,0
7.70533362072926e-17,0
7.94132642661351e-18,0
4.63780037275318e-22,0
1.11179345596395e-17,0
8.22320278475831e-17,0
8.22768078537782e-17,0
8.22760259999849e-17,0
8.22770604266221e-17,0
8.22769090059458e-17,0
8.22770800413136e-17,0
8.2277207004434e-17,0
8.22769198926877e-17,0
8.22771612758648e-17,0
8.22771968292313e-17,0
8.22771261564857e-17,0
8.22772080756733e-17,0
8.22771952719646e-17,0
8.22768434182714e-17,0
8.21432689099876e-17,0
7.37583935421859e-17,0
7.74693430452044e-17,0
7.59028236907187e-17,0
6.71345699185325e-17,0
7.79066377440016e-17,0
6.85519727149714e-17,0
1.01483116360559e-19,0
1.11274184911566e-17,0
5.54225361205959e-17,0
6.82482390884291e-17,0
8.17348053576988e-17,0
8.22529172143956e-17,0
8.22697376190135e-17,0
8.21630842440323e-17,0
